danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,time_signature,emotion
0.699,0.913,6,-2.639,0,0.0485,0.0451,0.434,0.955,0.202,126.035,2GaCZk6EZBMv2H54GbUUMm,4,happy
0.609,0.619,3,-7.189,1,0.188,0.0539,0.00146,0.0888,0.169,168.255,0sFjV9je8r8vZ2KkxvBry7,4,happy
0.503,0.772,0,-6.205,1,0.0322,0.595,2.47e-06,0.199,0.935,79.462,1CSLeVCXmetBh8IkTPMFdL,4,happy
0.567,0.913,8,-6.471,1,0.0736,0.0934,0.000124,0.114,0.792,93.35,1cTZMwcBJT0Ka3UJPXOeeN,4,happy
0.726,0.869,6,-3.978,1,0.0638,0.0181,0.00022,0.332,0.529,112.966,5Glf3tBr73L1fbO9u4pL7r,4,happy
0.701,0.679,1,-9.785,1,0.0801,0.0614,0.75,0.0766,0.334,100.01,0doaN47s83pCCgqfg6GrIV,4,happy
0.575,0.782,10,-9.343,0,0.0447,0.7,0.801,0.105,0.0999,104.996,4eStOMqGX75CaZYGIQXjAX,4,happy
0.589,0.731,2,-5.207,1,0.189,0.413,0,0.142,0.334,160.073,6d2pBp9pg0oS10qJWZlLwm,4,happy
0.589,0.726,9,-6.947,1,0.121,0.527,0,0.356,0.81,170.089,2PWgYqhDDxhFzhs2Fi01q5,4,happy
0.723,0.611,7,-7.006,1,0.0303,0.481,1.44e-05,0.11,0.261,111.813,35J9vakuC3f18QTolNAQ6E,4,happy
0.583,0.923,8,-3.764,1,0.0857,0.252,0,0.372,0.874,160.044,1knghhJGE9UCRsZi6nS9T4,4,happy
0.577,0.481,10,-10.581,0,0.03,0.204,0.00229,0.317,0.311,132.159,3Qe0dJkQXx7jJWXRxuVqJ0,4,happy
0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,3qhobDAfBcVoOWZP8Ck8R2,4,happy
0.74,0.394,8,-9.313,1,0.152,0.113,4.86e-05,0.189,0.533,95.011,5mc98yTbpJAwgpCGRRlB0l,4,happy
0.725,0.754,2,-5.056,0,0.285,0.109,0,0.238,0.589,156.107,1Y7dZA71sPTudGSumYGZs1,4,happy
0.551,0.836,10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,6Uy6K3KdmUdAfelUp0SeXn,4,happy
0.412,0.917,9,-7.036,0,0.0525,0.0925,0.0143,0.24,0.313,136.85,4hcNGsiVC4bJRrucc6BAU1,4,happy
0.806,0.56,7,-9.356,1,0.0485,0.296,0,0.101,0.72,134.057,78kar2tZk7655xZMibzXO3,4,happy
0.534,0.956,7,-2.801,1,0.0427,0.00425,0.0118,0.722,0.625,123.964,6IbTS0IujM8YVkismBljXT,4,happy
0.654,0.628,2,-7.311,1,0.0368,0.105,0,0.186,0.738,110.018,2bH2PUUnoLy1zBt8ODVUr6,4,happy
0.749,0.775,9,-5.359,1,0.0371,0.113,0,0.109,0.592,132.988,6jxlCMOBVChP54SCwBIzmj,4,happy
0.756,0.796,1,-5.047,1,0.039,0.363,1.56e-06,0.0496,0.817,92.008,2ojsE7uptG3qk3yTDV0iCX,4,happy
0.711,0.731,5,-5.396,0,0.0291,0.0103,8.66e-05,0.32,0.541,133.01,2sxi3UJLbsIs6p281rARgi,4,happy
0.663,0.953,11,-7.856,0,0.0635,0.602,0.0273,0.201,0.919,99.245,351LDCtIrWAfq4pO4MbL5W,4,happy
0.685,0.948,9,-5.182,1,0.0457,0.00513,0.00347,0.17,0.628,104.881,1reVP49LT6RsV6kYY9lTZz,4,happy
0.536,0.305,7,-8.645,1,0.121,0.858,2.9e-06,0.101,0.643,175.184,0wsis8nb0CLqWoRvEPvwiS,4,happy
0.78,0.573,2,-7.014,0,0.031,0.676,0.000176,0.0696,0.511,117.963,3c8iiZGfEammKJuWTErE5x,4,happy
0.793,0.77,5,-4.403,1,0.0551,0.4,0,0.219,0.56,149.982,2hxWNzVB1LPieCA9dU6k0P,4,happy
0.69,0.753,6,-3.83,1,0.0555,0.162,0,0.0718,0.931,148.024,1HH9T6jsitwm9Cvs9jUeTf,4,happy
0.429,0.479,9,-7.691,1,0.328,0.593,0.00121,0.116,0.31,170.262,3dXoXjTSjbcR1IVYUdo9YI,4,happy
0.478,0.79,1,-5.016,1,0.133,0.195,2.2e-05,0.326,0.538,84.545,48wDtXGVFNZHANlDYTKMAW,4,happy
0.573,0.969,10,-4.05,1,0.0506,0.00137,0.119,0.105,0.895,109.906,7n1sAeis4HONDsNnnqmtaU,4,happy
0.836,0.862,9,-7.015,0,0.0633,0.0263,0.0215,0.419,0.5,126.015,5DZcwUoCPSzXwK8QJ5iRK1,4,happy
0.546,0.116,4,-21.917,1,0.0515,0.979,0.932,0.101,0.113,99.548,3M5LxVWv5fEBiU3SxeFlIT,4,happy
0.462,0.498,2,-6.865,1,0.0299,0.514,9.97e-06,0.113,0.178,132.226,6Q8xj3afIv8e8rRdIWKHhU,5,happy
0.498,0.418,0,-6.294,1,0.0539,0.881,0,0.113,0.796,190.078,4dIPtEnmudhZPD8MsAtzSK,4,happy
0.483,0.721,0,-6.836,1,0.032,0.729,0,0.189,0.562,95.261,3AhXZa8sUQht0UEdBJgpGc,4,happy
0.694,0.783,2,-5.41,1,0.0369,0.0475,0.00126,0.689,0.841,154.055,1BkxFAodaIkcM2vynl4CVM,4,happy
0.64,0.619,0,-8.894,0,0.0297,0.119,0.38,0.0597,0.563,115.01,2EWRUGLGX59cwdpIZjmkQO,4,happy
0.584,0.913,4,-3.161,0,0.162,0.095,0,0.255,0.843,179.973,0tdIe6ZPOqGItNoSEWZLQ5,4,happy
0.706,0.777,10,-4.591,0,0.0567,0.299,0,0.298,0.638,126.008,6TMzuNLw1ZPgBqPKmnnObm,4,happy
0.68,0.594,7,-7.021,1,0.28,0.159,2.35e-06,0.134,0.475,186.04,7lQqaqZu0vjxzpdATOIsDt,4,happy
0.574,0.726,7,-6.335,1,0.0283,0.187,0,0.267,0.506,148.187,7dncCmOFDM0WWIhXVDqtyA,4,happy
0.728,0.448,8,-10.54,1,0.172,0.103,0,0.267,0.483,80.902,5r96TaQquRrlo3Ym3ZlSL2,4,happy
0.886,0.357,9,-8.529,1,0.0681,0.136,4.93e-05,0.114,0.638,127.082,2Mblfptq6Hy8iqsKxRZKRM,4,happy
0.732,0.909,10,-4.572,1,0.0547,0.0745,0.00254,0.26,0.407,123.94,43hmlDW4H4NHdvy6Cf60XD,4,happy
0.729,0.545,0,-7.818,1,0.0316,0.0174,0.000274,0.369,0.514,103.012,09oZ9eXQ2fo6YDrPzJqAoP,4,happy
0.772,0.849,1,-3.035,1,0.2,0.101,0,0.0857,0.642,127.972,6YjAKDg1M1RSkX7ssL0dOO,4,happy
0.582,0.917,11,-6.939,0,0.102,0.189,2.24e-06,0.726,0.333,102.364,14UqYSgSRbsKdv1eh6Noqd,4,happy
0.631,0.884,2,-5.277,1,0.0309,0.588,0,0.252,0.897,112.29,6sDlpZzgUdI32kuO8ZHrAB,4,happy
0.296,0.683,2,-4.413,1,0.0632,0.284,7.74e-05,0.0418,0.398,171.365,2LaCyasH2uVsTPrO3bgLEK,3,happy
0.689,0.776,9,-6.221,0,0.04,0.0591,8.64e-06,0.0629,0.734,129.977,7nzYP2Eznmu83TFdB7wDE9,4,happy
0.671,0.727,0,-5.536,1,0.075,0.0471,0,0.228,0.828,130.033,08W016xoCPlcEFCfcbZg1n,4,happy
0.618,0.767,5,-5.024,1,0.0489,0.00552,0,0.147,0.239,124.071,3zECQWhwAEydeK9jUTPamo,4,happy
0.745,0.561,9,-5.513,0,0.072,0.465,1.12e-06,0.0338,0.902,195.918,5YLHLxoZsodDWjqSgjhBf3,4,happy
0.585,0.303,4,-10.058,1,0.0398,0.694,0,0.115,0.142,136.703,53QF56cjZA9RTuuMZDrSA6,3,happy
0.482,0.467,1,-9.847,0,0.0453,0.227,0.000284,0.114,0.564,100.853,2Y6MLh2iXf6PP2GzHPlLzb,1,happy
0.779,0.641,1,-4.912,0,0.141,0.172,2.03e-06,0.102,0.638,107.032,3pSfoP1xZllxEuZ6Oh6ebn,4,happy
0.739,0.885,2,-3.256,0,0.112,0.119,4.91e-06,0.321,0.77,145.938,1mtjXnbE9JXntCCTz7lWz1,4,happy
0.604,0.26,0,-9.784,1,0.173,0.745,0,0.167,0.462,83.422,3r8o1udRdgOd3J0kTk3XWl,4,happy
0.727,0.588,1,-9.568,1,0.0253,0.058,5.46e-06,0.0414,0.964,104.413,7ePFDzrnLt3Ynqgy2UFWri,4,happy
0.832,0.553,7,-13.705,1,0.0487,0.0422,0.00356,0.249,0.89,119.825,6Lphpr9Z6H282Sguw0dUWa,4,happy
0.579,0.913,5,-5.866,1,0.0639,0.4,0,0.37,0.942,117.129,0rOQyLZJ9oASgtdoDZgrmK,4,happy
0.693,0.618,9,-7.735,1,0.0652,0.205,0.00814,0.142,0.853,120.125,4LSjpQM8ZglUIvt2EYZgzH,4,happy
0.595,0.78,6,-5.618,1,0.0379,0.022,0.00767,0.271,0.516,169.911,6bFaDrdNesocJTk6iMy0fa,4,happy
0.625,0.815,11,-3.904,0,0.0325,0.0265,0,0.29,0.485,115.95,6CdV33i2ztlvFheXGz4Huc,4,happy
0.769,0.768,9,-4.709,1,0.23,0.0391,0,0.0699,0.797,140.979,39F08AoluLGQ9F1J2bO4Pn,4,happy
0.802,0.946,1,-7.863,1,0.0726,0.000776,0.27,0.156,0.712,126.02,48DACVm4nHV9v3Q05zBxwd,4,happy
0.426,0.504,0,-6.865,1,0.0636,0.703,4.22e-05,0.0911,0.687,186.379,5BNSV9jHfAonGIafTU4Wrs,3,happy
0.48,0.826,0,-4.602,1,0.0397,0.000797,1.01e-06,0.125,0.687,96.0,3RRRDZig4RNJhVGfwwOOFZ,4,happy
0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,494OU6M7NOf4ICYb4zWCf5,4,happy
0.519,0.811,6,-5.053,1,0.0593,0.0654,0,0.101,0.561,158.074,2J3n32GeLmMjwuAzyhcSNe,4,happy
0.72,0.993,1,-3.998,1,0.0481,0.000336,0.707,0.0964,0.296,124.99,3qr8y5Vc9KCGmo0xBIbXGB,4,happy
0.504,0.911,2,-2.97,1,0.0738,0.00512,0.0123,0.355,0.671,106.244,70Z9t1qhytWtG4cCmmi7mU,4,happy
0.651,0.668,2,-12.413,1,0.0311,0.472,0.00204,0.355,0.972,126.99,2ymeOsYijJz09LfKw3yM2x,4,happy
0.827,0.576,4,-7.774,1,0.0372,0.184,0.029,0.0656,0.41,118.04,4fTHdMTq0Znl3djLI1Typn,4,happy
0.621,0.825,7,-6.005,1,0.0324,0.355,0.000932,0.152,0.886,129.168,4njseCGxWeZUksjhrqkleT,4,happy
0.79,0.363,5,-14.371,1,0.0774,0.81,0.000393,0.11,0.36,123.982,1GKEM5KnfB07YrtTE7l6ft,4,happy
0.59,0.52,7,-9.414,1,0.0323,0.27,0,0.0892,0.388,160.049,4hTumobwu7JhIv8vHsxAvy,4,happy
0.71,0.255,6,-15.575,1,0.0369,0.902,0.828,0.11,0.263,99.483,4eJtUsFCFQiOFs62Pggz9Z,4,happy
0.607,0.924,7,-5.684,1,0.0703,0.0668,0,0.117,0.778,134.975,1SZN00cfG8T8UxDmJeqjuv,4,happy
0.597,0.848,9,-4.835,1,0.355,0.0158,0,0.374,0.545,106.302,2dxjKgT0li4qBI3QwuN9Ih,4,happy
0.547,0.82,8,-6.728,1,0.0805,0.261,0,0.3,0.933,118.208,6Ac4NVYYl2U73QiTt11ZKd,4,happy
0.682,0.767,9,-4.628,0,0.102,0.106,0,0.163,0.722,113.842,7M9t7BCy51ITF8IMyiemzk,4,happy
0.852,0.572,1,-5.086,1,0.149,0.147,2.62e-06,0.186,0.569,90.939,5OmcnFH77xm4IETrbEvhlq,4,happy
0.951,0.53,5,-6.594,0,0.178,0.115,0.179,0.17,0.699,109.979,57JVGBtBLCfHw2muk5416J,4,happy
0.777,0.663,4,-6.117,1,0.0305,0.146,1.52e-05,0.174,0.614,118.016,2XPc8gL9PwxGURQFcFaDJR,4,happy
0.756,0.574,10,-7.192,1,0.0326,0.284,1.26e-06,0.336,0.431,107.945,5I6VTSLvliukuJtShBIm5W,4,happy
0.63,0.545,7,-6.92,1,0.0437,0.733,2.41e-05,0.0767,0.83,79.227,0wwoQl6SS9IGfERDYuHe0L,4,happy
0.644,0.948,10,-3.521,0,0.161,0.0782,0,0.388,0.807,99.938,7C3l4enZ2M60ZFIWdvgVyh,4,happy
0.648,0.688,9,-4.671,1,0.0282,0.0251,3.08e-06,0.149,0.937,111.854,6vvYOBxKmCvUSEQgxdZiAq,4,happy
0.74,0.544,5,-7.033,1,0.0533,0.104,0.0413,0.0742,0.903,167.005,1ZBXN4gljtuHvPLqsEQ1VM,4,happy
0.832,0.484,10,-4.06,1,0.189,0.665,1.02e-05,0.0822,0.83,142.111,3Vc8vnid3noqupe9PvUKxP,4,happy
0.556,0.684,7,-8.183,0,0.14,0.0666,0.275,0.237,0.076,123.903,0AR1NRcYkm2vhostE502BU,4,happy
0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,66hayvUbTotekKU3H4ta1f,4,happy
0.512,0.392,0,-16.766,0,0.0388,0.159,0.000168,0.0821,0.68,129.279,3hlvA3r5REV8tjnOZzCAmV,4,happy
0.691,0.507,11,-10.23,1,0.0343,0.627,0,0.457,0.885,128.518,2g2GkH3vZHk4lWzBjgQ6nY,4,happy
0.78,0.603,0,-8.573,1,0.22,0.129,0,0.034,0.958,91.878,1rvVz5d87TTKGgYKrB1CTU,4,happy
0.567,0.696,9,-5.416,1,0.301,0.456,0,0.113,0.544,92.061,64le2bTSNZOE6sr28rV3k4,4,happy
0.762,0.863,0,-3.689,0,0.0565,0.015,0,0.125,0.965,106.008,4jOtC832PyIXlCVPRElfQu,4,happy
0.785,0.528,9,-7.744,1,0.0551,0.143,0,0.0442,0.256,112.061,32KfE0P20ygmMvYJSBDW6F,4,happy
0.873,0.651,11,-5.937,0,0.0759,0.219,0,0.27,0.675,113.001,1zHmzN75pKHflokUGZh7sA,4,happy
0.41,0.803,7,-5.363,1,0.0623,0.239,0,0.103,0.814,153.315,5xoUgPXbMNUmoHU0Enwtwq,4,happy
0.693,0.575,9,-6.998,1,0.0801,0.374,0,0.252,0.492,117.999,14sOS5L36385FJ3OL8hew4,4,happy
0.647,0.795,1,-3.548,0,0.0372,0.0635,0,0.188,0.409,127.992,4Tvw0lweq9l2JPQKFbpbBQ,4,happy
0.534,0.341,3,-10.607,1,0.0273,0.741,3.54e-06,0.207,0.523,108.169,6lZkxY6LJ5oFrzSo8iMffz,4,happy
0.591,0.73,2,-6.179,1,0.0422,0.0185,0,0.333,0.209,99.943,5mQNY6pTeSDl2doFB7uLbE,4,happy
0.802,0.645,5,-6.181,0,0.0715,0.272,0,0.119,0.376,100.001,6nDKrPlXdpomGBgAlO7UdP,4,happy
0.716,0.745,5,-4.748,1,0.0433,0.0872,0,0.127,0.507,89.006,5Wu3CBUUlPU2pZv8Y3E8DD,4,happy
0.654,0.739,10,-4.762,0,0.0596,0.0475,0,0.118,0.602,104.022,2OVRPlR4BsnwPY7OiIfCQn,4,happy
0.572,0.639,7,-8.951,1,0.0446,0.331,0,0.338,0.821,115.327,7z1v8mPWHK8w806oHozzlV,4,happy
0.438,0.915,2,-2.34,1,0.0621,0.231,0,0.13,0.561,178.113,0CoZupLrrahlE1dRh5XKti,4,happy
0.672,0.694,9,-8.867,1,0.0409,0.105,0,0.247,0.939,111.829,6IBYNkdYt6UePLysFn6xu9,4,happy
0.727,0.387,1,-12.333,1,0.0412,0.248,0.0102,0.0625,0.966,160.395,5RxZ2t9Pujgw4a8n1SBVkZ,4,happy
0.72,0.741,10,-6.529,0,0.0287,0.101,1.41e-05,0.289,0.357,119.896,6WkJ2OK163XXS2oARUC9JM,4,happy
0.575,0.764,4,-7.448,1,0.0746,0.566,1.07e-05,0.0692,0.536,123.821,6ft9PAgNOjmZ2kFVP7LGqb,4,happy
0.669,0.347,11,-9.558,1,0.0244,0.359,2.18e-05,0.309,0.399,97.972,48Abc0yvl2P2C3cOnPswYW,3,happy
0.616,0.538,0,-9.165,0,0.17,0.0906,8.98e-06,0.192,0.278,127.948,39ncDMVidHOeQgeC5anYZM,4,happy
0.553,0.828,8,-5.513,1,0.161,0.229,0,0.138,0.915,83.782,2IH4PRZxA3W6sIWcFU0GKZ,4,happy
0.512,0.803,2,-5.135,1,0.0531,0.00362,0.000583,0.116,0.591,124.162,294vBlXfZYspeI29SXZaON,4,happy
0.78,0.386,0,-9.29,1,0.0454,0.631,2.46e-05,0.0955,0.431,75.009,4VQu1ooCteGDynSZYUgvT4,4,happy
0.523,0.805,3,-5.473,1,0.192,0.0524,0,0.0914,0.602,125.358,53DB6LJV9B8sz0p1s6tlGS,5,happy
0.574,0.887,11,-6.172,1,0.0565,0.0607,2.41e-06,0.334,0.622,136.057,4fCHoHmwmX8LgAp6A1GULJ,4,happy
0.959,0.424,2,-9.5,1,0.0522,0.435,0.00049,0.107,0.852,108.997,6VJESmw3puw9eFpmglP2dM,4,happy
0.778,0.825,3,-7.44,0,0.155,0.000348,0.0145,0.353,0.475,123.041,5wBZLsoQtQcYRCo3qGaYWF,4,happy
0.499,0.938,6,-3.806,0,0.0606,0.000148,0.0204,0.302,0.479,145.047,7owfaYY6CFwqQAv2Xih9CY,4,happy
0.617,0.615,4,-6.518,1,0.0567,0.0139,0,0.0897,0.564,125.898,1LWEjUzrngRXdUBaf7GWYI,4,happy
0.592,0.512,7,-6.27,1,0.0427,0.37,0,0.243,0.565,104.826,0Vpswx5knuuXW8HmNK1LrT,4,happy
0.759,0.812,5,-6.972,0,0.0542,0.109,0.0117,0.327,0.753,116.009,6VHLa2Ov2NnnekRjLpAgdv,4,happy
0.553,0.511,0,-10.079,1,0.0625,0.112,0.911,0.119,0.465,92.887,4htCObURda9CCsEwNh8DYt,4,happy
0.315,0.296,5,-13.262,1,0.0317,0.771,0,0.702,0.436,172.638,4LloVtxNZpeh7q7xdi1DQc,4,happy
0.612,0.84,11,-3.145,0,0.0509,0.112,0,0.116,0.438,129.042,2V65y3PX4DkRhy1djlxd9p,4,happy
0.57,0.865,8,-4.518,1,0.0472,0.00205,0,0.404,0.691,110.01,6od5hFv9IT5JHc7NEF9HRv,4,happy
0.618,0.783,8,-6.006,1,0.0369,0.00186,0.255,0.045,0.842,115.02,1Mc2gqKPq3R6jUlJTOOms5,4,happy
0.493,0.517,6,-7.862,1,0.0379,0.195,0.000781,0.297,0.552,88.011,0niGpRHjbAjZJMrjY77kTc,4,happy
0.707,0.632,10,-7.031,1,0.0789,0.103,1.09e-05,0.0841,0.372,97.04,09ts3GnICqYEU5PkQCpJK3,4,happy
0.618,0.563,2,-8.889,1,0.0542,0.478,0,0.0553,0.836,79.824,6AgLck54Q7UMolf5WASUEx,4,happy
0.341,0.981,4,-4.22,0,0.203,0.109,0,0.449,0.712,178.54,2hGrEvpHts6OzmoyLHmj72,4,happy
0.415,0.956,9,-2.423,1,0.258,0.194,0,0.494,0.734,135.172,7nJuEpX0qlpKXxUK0ioIMj,4,happy
0.647,0.385,7,-6.895,0,0.0296,0.656,0,0.298,0.505,113.844,0K08V3QlZporxrJf8FIZ8M,4,happy
0.612,0.776,3,-5.277,0,0.0571,0.608,9.87e-06,0.495,0.753,77.824,5b2Zk6RHi4aKQpVoa5vQ4Z,4,happy
0.645,0.563,2,-5.155,0,0.0663,0.0285,0,0.15,0.555,107.885,1jY7v9jG7kuUOGT9vVR6vs,4,happy
0.686,0.457,11,-8.322,1,0.0468,0.595,0,0.105,0.718,150.953,3S0OXQeoh0w6AY8WQVckRW,4,happy
0.574,0.698,7,-6.109,1,0.0277,0.00365,0.527,0.675,0.123,120.067,1coz5IPrwKDDfCkIH0XnV8,4,happy
0.537,0.837,0,-4.477,1,0.039,0.19,0,0.348,0.533,90.083,0N8MGHEDAq29ip7RrlrTeN,4,happy
0.668,0.73,7,-6.573,1,0.0476,0.0434,0.0109,0.368,0.146,98.024,2zVNIG9cfMyFxt8XqJ64s4,4,happy
0.752,0.627,1,-8.242,1,0.0308,0.0165,0.000113,0.123,0.686,122.003,1Qg0JhbqPhYki1a5bv7NgH,4,happy
0.782,0.685,4,-6.237,1,0.0309,0.166,1.18e-05,0.16,0.603,118.016,7vFoFDWqTX0mHzLfrF1Cfy,4,happy
0.657,0.581,4,-12.171,1,0.105,0.401,2.01e-06,0.225,0.852,102.369,6EDf2r7gV04otzhTlCl27V,4,happy
0.609,0.804,7,-4.137,1,0.042,0.115,2.34e-06,0.503,0.633,131.986,3cAeMlAUiqsdqNuauVk0Xy,4,happy
0.477,0.279,4,-10.959,1,0.0989,0.826,0.0695,0.153,0.332,115.052,3WVBQjDRoUUTJnWVaUUEHL,4,happy
0.682,0.801,5,-5.45,0,0.0731,0.0718,0,0.16,0.758,100.027,7jv7aUfUlzyzt6u24LwPEh,4,happy
0.735,0.653,8,-5.533,1,0.0269,0.202,0.000307,0.0802,0.93,107.779,29imR7dda5XqwPRFmby7HS,4,happy
0.546,0.36,10,-10.54,1,0.0279,0.237,0.000648,0.101,0.206,105.022,4xHkRNzzHtj3O3Z1pjYWRC,4,happy
0.653,0.809,0,-4.057,1,0.0474,0.194,0,0.165,0.55,92.213,5CLGzJsGqhCEECcpnFQA8x,4,happy
0.735,0.372,5,-9.849,0,0.0383,0.631,0,0.108,0.325,143.929,7iTYig7zBQPrKj1Es9bBF5,4,happy
0.632,0.6,1,-9.435,1,0.385,0.518,0.00646,0.195,0.639,170.384,58a6J0DhgpUYr8SUeUV5hP,4,happy
0.772,0.509,6,-12.05,1,0.0401,0.525,0.00364,0.119,0.903,95.006,4qQm3DuFEVsqp2GWjkNFli,4,happy
0.645,0.891,6,-2.505,0,0.0387,0.0932,3.88e-06,0.379,0.568,124.915,5wQeCrJTJxGZnILnyCBHjI,4,happy
0.562,0.84,0,-5.621,1,0.0911,0.0832,1.7e-05,0.0947,0.609,154.612,3BLFRn1bObTn2E9WQB8cBI,4,happy
0.635,0.429,1,-8.078,0,0.0495,0.474,0,0.101,0.293,124.905,5cBDezO8YeZibVHBdUFGjB,4,happy
0.741,0.597,1,-9.405,0,0.0307,0.302,0.00859,0.114,0.121,100.059,3Gx7WuEtEvd2CSCFeUPpCL,4,happy
0.47,0.623,9,-6.625,0,0.291,0.261,0,0.0602,0.737,175.746,5AByCg9T6ga7gznkZSX5uT,4,happy
0.816,0.384,8,-9.888,1,0.0572,0.0846,0,0.109,0.893,158.257,3qK0HkXzkrLvwU2P6MhLpN,3,happy
0.848,0.475,1,-6.598,1,0.0376,0.116,0.0121,0.374,0.579,112.965,0Cq3lHNZUei1TgbnjBk017,4,happy
0.204,0.265,9,-9.153,1,0.0323,0.869,0,0.134,0.107,71.157,1C0vXECyJHUeqOo2Etvrr2,4,happy
0.751,0.731,6,-4.419,0,0.0308,0.0838,0,0.0556,0.973,97.007,2EM9zpAc7PVeoAydmbfVIL,4,happy
0.731,0.804,11,-7.621,0,0.0473,0.172,0.00028,0.0685,0.957,107.383,7GVUmCP00eSsqc4tzj1sDD,4,happy
0.565,0.532,8,-5.107,1,0.0238,0.589,0.0012,0.149,0.361,94.036,6aNPHBZMIUIhigZ12G0JLw,4,happy
0.683,0.739,11,-12.831,0,0.0495,4.91e-05,0.0122,0.293,0.836,122.113,33MYWVY9q3srgPNM9YNJBh,4,happy
0.671,0.621,7,-6.185,1,0.0608,0.242,0,0.217,0.365,98.005,0PLnWMjCUfCNCxfVTPuKDZ,4,happy
0.455,0.827,10,-6.595,1,0.158,0.735,0,0.124,0.644,194.864,7bDxiHrazDoD3sOt9JjSDD,4,happy
0.389,0.476,9,-9.342,1,0.0316,0.619,5.09e-05,0.255,0.566,148.117,6txWz9UapYHVxEd7dDIHXT,4,happy
0.491,0.44,0,-10.514,1,0.032,0.894,0.00829,0.0861,0.671,97.288,118zWHfpSPxNZ4OmSEAsNe,4,happy
0.79,0.547,6,-9.515,1,0.048,0.399,0.000371,0.114,0.969,142.024,4Vk4Yf7pDmB1dxLFSTjBUH,4,happy
0.522,0.664,7,-10.274,1,0.0587,0.716,0.00441,0.0939,0.61,141.309,3VaDBPFhHoQJC4j5t0muDE,4,happy
0.724,0.652,6,-9.385,1,0.0363,0.194,0.0119,0.256,0.723,120.004,1WC2ctyzNjpgkhF0dplias,4,happy
0.479,0.416,4,-11.451,0,0.124,0.457,1.72e-05,0.118,0.514,79.593,1k1Bqnv2R0uJXQN4u6LKYt,4,happy
0.702,0.578,0,-8.004,0,0.0321,0.168,0.159,0.408,0.381,119.967,7ITGyUaLmYrLbGVj9B7JBJ,4,happy
0.786,0.744,0,-10.006,1,0.0489,0.945,0.088,0.0956,0.953,125.879,0tqq6XHA1MLb74ftgx1GlQ,4,happy
0.632,0.639,5,-5.938,1,0.0259,0.00143,0,0.221,0.733,95.506,0SUtMR80C3teeJVpQEEYnZ,4,happy
0.834,0.687,7,-6.322,1,0.0439,0.796,0,0.0954,0.947,112.697,4WiGGTl7Kt5vnjQHqwLJy1,4,happy
0.672,0.735,5,-4.733,1,0.0457,0.286,0,0.242,0.754,115.741,4ofwffwvvnbSkrMSCKQDaC,4,happy
0.471,0.697,9,-4.753,1,0.105,0.0661,3.64e-05,0.0962,0.797,169.99,1B63r7wZYOff831F0ysehg,4,happy
0.721,0.423,7,-8.707,0,0.22,0.277,4.01e-06,0.241,0.494,84.467,79FGLBRILLJiJFAfDJwLML,4,happy
0.523,0.352,3,-13.237,1,0.073,0.705,0,0.0609,0.635,112.331,4kShrA06I1THGxXH6ssBnA,5,happy
0.58,0.665,7,-6.775,1,0.043,0.264,0.0315,0.0695,0.336,146.051,1fWwxmWor6QbvBeLSV428F,4,happy
0.862,0.734,11,-7.043,0,0.0347,0.244,0,0.124,0.904,126.281,00Xcf47ApZUt6omH2RgdUM,4,happy
0.756,0.789,2,-7.002,1,0.0324,0.53,0.000711,0.157,0.873,127.987,5k5fWendNngd89O8JKoE8L,4,happy
0.55,0.854,3,-5.968,1,0.036,0.661,0,0.112,0.965,159.231,0wz1LjDb9ZNEYwOmDJ3Q4b,4,happy
0.527,0.552,4,-9.084,0,0.0393,0.609,0.00146,0.121,0.29,156.025,6sbT0r4zqYl0FTK0YcmmWq,4,happy
0.654,0.914,7,-7.812,1,0.0331,0.000111,0.254,0.17,0.399,122.012,14i2f1LC89jTvSUK9iJgKh,4,happy
0.422,0.928,7,-4.593,1,0.131,0.000531,1.01e-06,0.119,0.265,95.16,4NIyXRHoYAZ0yHAzVRZlw4,4,happy
0.618,0.373,2,-8.741,0,0.0439,0.738,0.00194,0.0934,0.181,161.823,0ZaHjWLrra5jAwC8xbYMXU,4,happy
0.696,0.875,0,-3.682,1,0.0649,0.134,0,0.159,0.772,127.39,7AqISujIaWcY3h5zrOqt5v,4,happy
0.712,0.718,11,-8.286,0,0.0444,0.049,2.02e-05,0.128,0.59,106.012,21Af1fetSINZpmAS3si8DW,4,happy
0.577,0.756,2,-5.82,1,0.115,0.159,0.000232,0.249,0.663,176.75,5j82yGNCjpk6R50LgR4hHG,4,happy
0.821,0.455,6,-13.384,1,0.193,0.53,8.01e-06,0.0554,0.575,110.07,5abOPzGtREntuftaCocwP0,4,happy
0.851,0.551,4,-5.177,1,0.0396,0.151,0,0.0827,0.807,131.922,66S14BkJDxgkYxLl5DCqOz,4,happy
0.738,0.632,7,-7.289,1,0.0674,0.092,0,0.0967,0.64,157.966,3vxhNJu4fdA314EBK36x7N,4,happy
0.651,0.774,2,-5.246,1,0.0641,0.0849,0,0.102,0.589,104.896,76wZo6g6sKXyqvb3QUWBoA,4,happy
