danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,time_signature,emotion
0.655,0.822,9,-5.996,0,0.0766,0.0237,0,0.365,0.775,92.015,1t0UbGPCjGpLeH7KiLBuBv,4,happy
0.56,0.891,3,-3.937,1,0.0457,0.0242,1.33e-06,0.181,0.603,136.006,1cgSzTuw67ZOMqQ94ZuMQ2,4,happy
0.686,0.608,8,-8.046,0,0.0678,0.0176,6.7e-06,0.0356,0.59,183.98,145QaTU2UvcUNkC04RIYkT,4,happy
0.688,0.816,9,-5.485,0,0.078,0.0126,0,0.0664,0.715,105.018,2ZblF7TnUfCVRPWWgBeEhe,4,happy
0.787,0.639,11,-5.258,1,0.0324,0.0207,0.00412,0.338,0.521,122.994,00YOa6SnANXEQWK9JWJlpm,4,happy
0.683,0.562,0,-10.315,0,0.0605,0.086,0.279,0.12,0.149,98.027,4SDeLyW1YUKuUn3xEU0MFD,4,happy
0.843,0.435,8,-8.442,1,0.178,0.47,0,0.147,0.19,120.058,6GnhWMhgJb7uyiiPEiEkDA,4,happy
0.599,0.733,11,-7.058,1,0.203,0.176,0,0.242,0.534,102.211,7COXchtUOMd6uIT6HvmRaI,4,happy
0.761,0.725,10,-4.882,1,0.0425,0.0735,0.704,0.19,0.658,123.022,703QxJi0rGl9E0mFLcYADN,4,happy
0.775,0.872,6,-4.194,1,0.0469,0.033,0.0579,0.298,0.379,122.994,5sdb5pMhcK44SSLsj1moUh,4,happy
0.633,0.884,1,-5.667,1,0.0392,0.00036,1.64e-06,0.189,0.296,110.081,0d3BJRrklQ6sTfbmrojuZI,4,happy
0.707,0.628,11,-9.684,1,0.0877,0.00526,8.21e-05,0.104,0.87,187.548,12BbMJsJi65mxneq6c9Lm7,4,happy
0.693,0.693,11,-7.506,0,0.0346,0.00425,4.49e-06,0.248,0.161,120.027,2bk1bzMrvtzxqQoiGaFf6B,4,happy
0.57,0.772,2,-8.769,1,0.0883,0.384,1.82e-05,0.191,0.896,91.522,6AIViEVtYEhpvko7PDeIda,4,happy
0.588,0.589,4,-7.22,1,0.0397,0.16,9.01e-06,0.418,0.223,129.873,4JTbXALrXVYabZKZ9gr8M7,4,happy
0.727,0.714,11,-6.284,0,0.0288,0.0598,3.58e-05,0.101,0.96,111.998,1lF9Ax6hf2hxO9t2EFtiRl,4,happy
0.468,0.201,4,-17.024,1,0.0388,0.915,8.28e-05,0.0952,0.383,94.422,5OiaAaIMYlCZONyDBxqk4G,4,happy
0.792,0.895,1,-3.112,0,0.0589,0.165,0,0.0501,0.794,94.968,4QtiVmuA88tPQiCOHZuQ5b,4,happy
0.657,0.584,6,-7.078,1,0.0327,0.135,0,0.238,0.444,129.931,2afaVgmS4Z6hXeTt5ZlXRm,4,happy
0.715,0.841,11,-3.224,1,0.0713,0.328,0,0.308,0.961,83.826,4mGRIaDuszXYCTGZfLjjpA,4,happy
0.689,0.886,11,-4.266,1,0.0424,0.0228,0,0.275,0.936,142.017,0Me1AKVY2wzxOKLMiaAtNy,4,happy
0.552,0.29,10,-5.617,1,0.0448,0.85,0,0.227,0.481,78.842,6TIU9Ehmi6dMzZK73Ym4yj,4,happy
0.767,0.706,7,-2.865,1,0.148,0.363,0,0.0876,0.68,165.953,1Oyie9O1NQDqWbiUApIrUC,4,happy
0.44,0.682,4,-7.416,1,0.0373,0.681,3.33e-05,0.207,0.626,135.917,5usNPz6U1acDrkUYekGYDY,4,happy
0.728,0.451,1,-8.962,1,0.053,0.223,0.00383,0.282,0.421,152.994,40tfagbwTsKUArXMzRPH9f,4,happy
0.439,0.303,3,-10.839,1,0.0422,0.839,0,0.071,0.268,139.475,02JIdsrod3BYucThfUFDUX,3,happy
0.464,0.542,5,-8.478,0,0.104,0.156,0,0.083,0.324,149.73,6Ri9UCon5eF07GqlNDk98L,4,happy
0.436,0.733,0,-5.696,1,0.0326,0.00358,0.00149,0.0874,0.544,150.065,28OYfRmzSABlULqjWhD0iu,4,happy
0.766,0.451,11,-12.97,1,0.102,0.0137,0.0026,0.0295,0.742,90.218,78vgaKdwL4k9YVZ3i2FJj0,4,happy
0.677,0.693,11,-7.561,0,0.0343,0.437,0,0.405,0.755,130.013,28wGX1hoLCRbBZbEqITvE3,4,happy
0.851,0.6,1,-11.535,1,0.0508,0.00114,0.843,0.0886,0.276,124.013,7JXTbgxznQEyRo8M7GXA2W,4,happy
0.579,0.419,0,-10.72,1,0.0346,0.625,0,0.0981,0.673,104.564,6jWkZvd1URGktyTTwcpPpB,4,happy
0.431,0.843,4,-5.725,0,0.241,0.422,0,0.977,0.49,98.327,37FRBYTfITr3b3ijXGvPki,4,happy
0.836,0.544,7,-5.975,1,0.0943,0.0403,0,0.0824,0.51,97.028,76cy1WJvNGJTj78UqeA5zr,4,happy
0.728,0.668,2,-5.02,1,0.126,0.0805,1.49e-05,0.102,0.162,100.537,4ofvoCdXq99vpMZO4Cfp8x,4,happy
0.645,0.797,7,-5.355,1,0.159,0.0547,0,0.408,0.945,160.078,7n9Q6bXSjm74uCtajkddPt,4,happy
0.637,0.801,5,-5.136,0,0.0625,0.00486,0.116,0.359,0.679,124.008,3OWRf6K4vjf58wPSP1RIiK,4,happy
0.74,0.682,9,-10.42,0,0.0504,0.0692,0.53,0.381,0.41,113.201,0oks4FnzhNp5QPTZtoet7c,4,happy
0.981,0.863,6,-6.707,1,0.219,0.064,0,0.311,0.876,122.751,3w7Gm3FvTTJgj1vCSk7cUY,4,happy
0.451,0.793,4,-7.301,1,0.0456,0.0202,0,0.273,0.405,127.927,1lUjPwJpoW1fJK35XLSl79,4,happy
0.812,0.738,6,-5.296,0,0.0749,0.105,0.000482,0.0449,0.964,105.998,4UrzVtq28sccBKVf6XDuAc,4,happy
0.318,0.879,2,-6.06,1,0.0506,8.66e-05,1.04e-06,0.0808,0.25,146.312,7lNxDmqhKTOAlFBPCmkvLc,4,happy
0.528,0.965,11,-7.984,0,0.0465,0.141,0.985,0.0797,0.587,136.065,6Sy9BUbgFse0n0LPA5lwy5,4,happy
0.658,0.951,10,-1.968,1,0.155,0.158,0,0.209,0.925,203.924,3UB6o0haNyTOVvkpN3y1k7,4,happy
0.758,0.434,7,-9.955,1,0.31,0.00812,0,0.468,0.584,91.469,7v7tFiNePGwLOrB2tAW3kg,4,happy
0.776,0.741,7,-5.804,1,0.041,0.0506,0,0.0701,0.854,120.079,2YMyVYNLmFDD0KGtNkkgFa,4,happy
0.625,0.589,6,-6.627,0,0.0858,0.518,0,0.197,0.33,100.003,3Wf2YGdYT8xVdNsQSoRKk9,4,happy
0.677,0.754,0,-5.135,1,0.0372,0.0667,4.22e-05,0.26,0.801,113.056,6cx2TVSoYqVyiBEpXdvUBR,4,happy
0.583,0.667,3,-7.351,1,0.029,0.27,3.64e-05,0.167,0.53,140.028,7D02XU0rlcK9ryfPHvSiA3,4,happy
0.884,0.488,8,-12.53,1,0.186,0.277,2.34e-06,0.229,0.974,93.209,2Bls0igCm79XQQ95IoUbhq,4,happy
0.674,0.899,10,-6.11,0,0.0397,0.0604,0.000232,0.39,0.912,103.692,4W63cFTcbMJY2fv18Yx9zx,4,happy
0.264,0.882,7,-4.362,1,0.0795,0.00057,0.111,0.283,0.766,85.508,763LDHO3wYOI7GzXS7uBwU,4,happy
0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,6mnjcTmK8TewHfyOp3fC9C,4,happy
0.727,0.338,5,-13.887,1,0.0454,0.79,0,0.105,0.646,122.421,0ESIjVxnDnCDaTPo6sStHm,4,happy
0.676,0.811,9,-15.026,1,0.047,0.0126,0.887,0.0464,0.662,110.874,5HGWeISnEldoghBKY7MmDZ,5,happy
0.61,0.723,1,-4.953,1,0.206,0.12,0,0.143,0.477,149.97,70CnBlDALI0JoOU8DfqsBK,4,happy
0.704,0.536,11,-6.481,1,0.0348,0.0237,0.00143,0.606,0.455,92.04,74I5Zaz3B2DQp5lAgvOA3V,4,happy
0.89,0.624,1,-3.966,1,0.103,0.0944,5.16e-06,0.0903,0.762,116.046,5xesHO6GLWTrjsKOjAXRmf,4,happy
0.613,0.923,0,-5.234,1,0.0691,0.00892,0,0.149,0.669,96.043,2kiJ5lZQZusgWwpqA7z2i1,4,happy
0.736,0.709,5,-6.057,0,0.056,0.206,0,0.06,0.658,90.018,7qxgBX1BU0B2hwp7NjQV9Y,4,happy
0.601,0.775,0,-4.612,1,0.0473,0.269,0,0.0883,0.483,119.964,6jreFSOTUAViWjKyzOC4Kg,4,happy
0.737,0.734,7,-4.71,1,0.156,0.399,0,0.323,0.357,91.999,3FNY26zMg3Zfe5Cbyu45uu,4,happy
0.707,0.788,0,-8.538,1,0.031,0.000126,0.517,0.118,0.594,123.023,48dojgnBKfp3drKOFdwycc,4,happy
0.52,0.418,1,-10.415,0,0.034,0.348,0,0.199,0.382,67.98,6y2ZQGtDNXB9w1pKhVyfsI,4,happy
0.33,0.936,1,-3.66,1,0.0917,0.00108,0,0.0926,0.234,148.112,7oK9VyNzrYvRFo7nQEYkWN,4,happy
0.772,0.53,4,-7.444,1,0.0561,0.206,0,0.0876,0.445,105.996,62rtiatuCKJn08cvcNSFPK,4,happy
0.735,0.824,10,-4.143,0,0.036,0.615,0,0.158,0.726,100.202,7C86DVl6REN8VPeGEMOf9q,4,happy
0.39,0.631,9,-4.701,0,0.0769,0.209,0,0.277,0.197,123.042,25qfFpoGhk9Njgu5nl36sS,3,happy
0.723,0.969,6,-4.516,1,0.142,0.0643,0,0.115,0.728,126.653,54OR1VDpfkBuOY5zZjhZAY,4,happy
0.79,0.673,9,-7.763,1,0.151,0.0184,0.0123,0.057,0.322,118.004,3NP6WLO549wRykIN2AOpQp,4,happy
0.797,0.105,1,-16.881,1,0.0969,0.885,0.000116,0.108,0.419,122.545,4fHDlIntTsRGSyTg5UYZYC,4,happy
0.675,0.166,11,-22.602,1,0.171,0.88,7.14e-05,0.0461,0.747,68.837,4hObp5bmIJ3PP3cKA9K9GY,4,happy
0.645,0.535,4,-8.555,1,0.0286,0.157,1.8e-05,0.72,0.5,136.464,59ONqMEvrUq2iaiQbfRc3q,4,happy
0.738,0.814,7,-4.414,0,0.0999,0.132,9.64e-06,0.126,0.483,119.041,6BKeNWeUqxmvQ09Gxd3ZGX,4,happy
0.706,0.883,8,1.085,1,0.24,0.777,2.06e-06,0.0562,0.887,88.351,2yOXKIU9YtBSWjI3OA8tqj,4,happy
0.695,0.952,10,-5.354,1,0.156,0.0293,0.013,0.332,0.175,121.933,2EtoRRCCjAV14exD2fr14t,4,happy
0.67,0.0995,4,-18.586,1,0.047,0.939,0,0.0962,0.309,77.981,1F2UJfDJh06lV5QyFCM5Z5,3,happy
0.633,0.6,2,-7.824,1,0.0452,0.0755,0.000387,0.0688,0.96,170.059,0xEbpV6nnuXFtCUc17lB0B,4,happy
0.567,0.586,1,-10.112,1,0.033,0.399,0,0.606,0.628,119.98,4Ap2SU31pNMzDotWCw3Qv2,4,happy
0.66,0.512,0,-7.183,1,0.0294,0.313,0,0.283,0.852,133.607,6sPOmDulFtLzfX25zICNrC,4,happy
0.838,0.469,0,-7.992,1,0.0835,0.0358,0,0.0928,0.778,139.975,3LmvfNUQtglbTrydsdIqFU,4,happy
0.575,0.822,11,-8.906,0,0.0376,0.0867,0,0.0825,0.858,97.87,6nPnhrEbkvDvXj9mjGAflk,4,happy
0.886,0.828,9,-1.234,0,0.186,0.189,0,0.0901,0.956,130.153,1mPRBPKwtwyJo00rPu73hk,4,happy
0.763,0.277,11,-9.531,0,0.0369,0.408,0.000285,0.118,0.324,117.166,4mJSno3haOxQkySIbSUUbf,4,happy
0.656,0.278,11,-14.032,0,0.0908,0.709,8.19e-06,0.13,0.554,108.739,70gk9Y6aKEdWiASuu59T7Q,4,happy
0.584,0.835,7,-3.663,1,0.0584,0.21,1.49e-06,0.126,0.371,128.106,1IB1GFSTgmeecjscmAJ0lW,4,happy
0.897,0.594,1,-7.408,1,0.264,0.0805,0,0.438,0.557,106.0,2ViEnnYXmb3Bm0s7XdqWdY,4,happy
0.517,0.503,4,-5.583,1,0.0411,0.0788,0.000178,0.105,0.0625,124.908,68WcUvmMyRbs0ouJKufMRA,4,happy
0.519,0.493,3,-10.962,1,0.0528,0.206,0,0.0754,0.831,151.269,4wQD0djo6Id4fQLQeRKQ6e,4,happy
0.781,0.826,8,-3.088,0,0.0393,0.0219,0,0.378,0.78,102.977,3PfcqdwpjLepyjNwMnj4kG,4,happy
0.482,0.149,2,-16.537,1,0.0335,0.797,0.00062,0.232,0.478,112.594,6v9tLzzNn5QkKDVryrrWI3,4,happy
0.86,0.408,6,-8.841,0,0.0532,0.203,0,0.103,0.53,116.831,1yY9KKrsCOe5DUDstpvYke,4,happy
0.475,0.707,11,-7.736,0,0.18,0.397,0,0.116,0.385,155.611,35osKSAsV8WsOb80tb3Eex,4,happy
0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,2SiXAy7TuUkycRVbbWDEpo,4,happy
0.689,0.617,4,-5.196,1,0.0289,0.0918,2.02e-05,0.0816,0.682,121.062,5ftdTvmQjjsL23t7jxADfI,4,happy
0.794,0.579,5,-8.064,0,0.0432,0.0347,0,0.125,0.519,113.034,2NRE8AQXIVxzNmwnBKOLBe,4,happy
0.807,0.572,4,-7.738,0,0.0975,0.214,0,0.081,0.486,92.034,3MrWK4LT19UeNzQWuwXDq8,4,happy
0.777,0.842,4,-6.167,1,0.04,0.24,7.32e-05,0.0775,0.864,128.388,07q0QVgO56EorrSGHC48y3,4,happy
0.978,0.608,1,-6.9,1,0.143,0.00759,0,0.107,0.643,114.996,77Uka9VwManFDJGX1C2l50,4,happy
0.663,0.809,7,-6.859,1,0.0607,0.0565,5.37e-05,0.132,0.796,81.538,6rx6Ew1sday1KvsnD4HNdI,4,happy
0.644,0.821,1,-4.606,1,0.0389,0.00405,1.33e-05,0.0543,0.669,128.963,1FmrgKa0scdSOUDkw4nbUg,4,happy
0.773,0.809,2,-7.112,1,0.0645,0.00947,0.00163,0.354,0.407,105.017,4UrD78QcaCHHrATHT7M5cH,4,happy
0.861,0.515,0,-11.41,0,0.169,0.814,0.000138,0.103,0.689,120.038,7stcGiG3ssPOHa7WZK7flD,4,happy
0.562,0.492,10,-7.26,1,0.0269,0.158,2.44e-05,0.097,0.237,83.008,4tCAUO6N4ioKpKlpbK570r,4,happy
0.671,0.908,11,-4.855,1,0.0605,0.0252,0.00128,0.12,0.631,124.473,6ZBJFWDYJSTQg54eDsqnkJ,4,happy
0.725,0.534,11,-6.238,1,0.0946,0.0752,0,0.0919,0.558,91.974,50R3hdsZQeg3k8zJdVphSZ,4,happy
0.525,0.638,0,-13.989,1,0.111,0.602,0.00256,0.0986,0.819,165.477,7i8YfqTfMuGrADrOQTigrb,4,happy
0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,0pqnGHJpmpxLKifKRmU6WP,4,happy
0.484,0.528,0,-6.951,1,0.0424,0.398,2.57e-05,0.107,0.408,109.361,1yi8EOTpKeVK4cj5HS8DRp,4,happy
0.746,0.877,9,-3.782,0,0.0666,0.0375,0.000833,0.233,0.751,107.985,0kAHTTMWxU6P4t1SS4EACV,4,happy
0.854,0.708,10,-7.298,0,0.073,0.0431,0,0.0849,0.919,128.967,4loSpml4rzeFM1fDJb0Upe,4,happy
0.9,0.4,0,-8.443,1,0.124,0.0501,0,0.0876,0.338,136.001,0rTV5WefWd1J3OwIheTzxM,4,happy
0.71,0.625,0,-8.587,1,0.0402,0.489,0,0.439,0.814,107.618,7sXTcibuNYugjjYNfgf2kY,4,happy
0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,0Osbam159ngkQww6isBBQJ,4,happy
0.804,0.414,6,-9.817,1,0.0402,0.415,0.00238,0.136,0.705,136.013,2WojSvH3qsX3ARiVwFSIVJ,4,happy
0.546,0.878,7,-5.137,1,0.0525,0.0133,0,0.135,0.35,119.945,48bo7uexDvAThcRDvEB2W7,4,happy
0.878,0.654,0,-7.262,1,0.208,0.0527,0,0.0992,0.43,131.983,1py4qzrEEkOvU8uTHYLuOW,4,happy
0.668,0.976,2,-5.097,1,0.0512,0.00106,0.915,0.163,0.786,125.986,2fZELlGRfB1I1kxeMmIaOg,4,happy
0.66,0.786,2,-4.757,1,0.17,0.209,0,0.112,0.846,177.833,4aWmUDTfIPGksMNLV2rQP2,4,happy
0.258,0.919,9,-6.927,1,0.0809,0.065,0,0.279,0.636,93.62,1lfjTOtTRUDkzcmahA4lcs,4,happy
0.682,0.605,8,-10.771,1,0.0403,0.185,0.00326,0.0469,0.914,125.96,241RmK77gecJ1y7jOoQ5lu,4,happy
0.401,0.328,10,-10.075,1,0.0298,0.514,0.000887,0.0743,0.549,139.923,6wcl7Y53Y38ZgM2jH11rEk,4,happy
0.688,0.684,0,-11.047,1,0.137,0.171,0.211,0.169,0.567,109.928,0PgiZxUVnlgACx0Vf33Gji,4,happy
0.63,0.698,10,-4.51,1,0.0244,0.173,0,0.0789,0.529,94.023,38xWaVFKaxZlMFvzNff2aW,4,happy
0.623,0.734,9,-5.95,1,0.107,0.0162,1.9e-06,0.145,0.372,107.853,2meEiZKWkiN28gITzFwQo5,4,happy
0.795,0.594,0,-6.2,1,0.0747,0.111,0,0.162,0.409,135.002,0q75NwOoFiARAVp4EXU4Bs,4,happy
0.321,0.462,8,-10.711,1,0.0346,0.0961,0,0.102,0.457,116.782,34yIb7hw5SuR80au1BHTtt,4,happy
0.743,0.807,1,-3.78,1,0.0364,0.0435,0,0.309,0.899,144.062,0lXajD49Vp2jB5MH5zRm9F,4,happy
0.37,0.813,8,-4.862,1,0.0626,0.0118,2.02e-06,0.104,0.202,176.22,263jAWjIxXBdHuh8xlFMLY,4,happy
0.575,0.471,11,-14.529,0,0.0338,0.0483,0.000378,0.318,0.637,125.837,6iJLTnTP6JlqdfVtE3bywO,4,happy
0.762,0.491,10,-7.618,0,0.161,0.403,0,0.107,0.544,106.999,7tQg9RleubnqiVWV48q6VL,4,happy
0.897,0.454,9,-7.769,1,0.0649,0.252,0,0.931,0.794,135.28,3dnswoe0E6Rf1vKdKzNdKs,4,happy
0.589,0.721,5,-5.8,0,0.0287,0.0838,0,0.127,0.843,134.208,6AEaiHXFPOncWxkoKmb5dB,4,happy
0.502,0.967,7,-4.14,1,0.0801,0.0122,8.22e-06,0.342,0.466,131.939,624ra5mDiibqvFYDK4yhmo,4,happy
0.604,0.549,1,-9.873,1,0.0389,0.531,0,0.438,0.696,111.398,50xwQXPtfNZFKFeZ0XePWc,4,happy
0.76,0.679,10,-7.966,0,0.0354,0.142,0.0814,0.101,0.598,113.989,15pwCArUiVPqOk2Emy2nv5,4,happy
0.71,0.844,6,-5.589,0,0.0968,0.0699,0,0.354,0.469,103.009,3FUXVbi9ugVUqJ3rPrfd2G,4,happy
0.448,0.817,10,-4.069,0,0.386,0.128,0,0.105,0.709,83.015,1mSlftOO1dlDRXAyOE0Sbd,4,happy
0.851,0.849,1,-3.383,0,0.0828,0.497,2.05e-06,0.116,0.844,120.014,4XHQyvbrBsQaaBUW1VvmsL,4,happy
0.61,0.625,0,-7.201,1,0.0252,0.0168,0.0265,0.144,0.732,179.892,4dxn0RkvNq30VrB77J9Uuw,4,happy
0.781,0.811,0,-2.623,1,0.114,0.123,1.88e-05,0.173,0.652,93.891,6cWkLlz7E2YN9Qk50UThf1,4,happy
0.516,0.378,8,-9.635,0,0.0456,0.22,0,0.138,0.751,144.068,0x0nvnWLItdxqHNhUHj6Yn,3,happy
0.749,0.421,1,-8.162,1,0.0365,0.032,0,0.0939,0.621,87.967,3JPFtBDSWygqLCZ07DVsNQ,4,happy
0.241,0.0769,9,-21.375,0,0.0369,0.976,0.84,0.114,0.109,71.3,2V2zXlCZZVoKI7A5aOWw8l,3,happy
0.697,0.621,9,-6.886,0,0.25,0.0802,0,0.162,0.721,81.946,4B4zDmbHdkXZ1wUJv1yKFy,4,happy
0.597,0.733,9,-7.768,1,0.101,0.0151,2.09e-05,0.081,0.256,128.918,3FQ26GroLnhQEja48FKYqT,4,happy
0.514,0.533,2,-6.315,1,0.0386,0.715,1.19e-05,0.337,0.816,128.919,39QT0d6sovXMRdEvnooqoL,4,happy
0.842,0.605,0,-8.098,0,0.0641,0.806,0,0.106,0.963,131.993,4AQjuuSSHNIXKiv3HtUl2p,4,happy
0.66,0.875,10,-6.057,0,0.0889,0.0727,3.74e-05,0.358,0.611,120.034,1RUTIdTnFs8lHSc0Zr4UJB,4,happy
0.742,0.809,1,-3.591,0,0.176,0.0116,2.77e-06,0.726,0.632,93.95,0NmeI6UpRE27dxxgosD5n9,4,happy
0.329,0.666,2,-5.853,0,0.118,0.0643,0,0.212,0.513,82.36,0LkelFnnzJPC8dtZSZ9Og8,4,happy
0.732,0.856,11,-2.2,0,0.0929,0.0828,0,0.323,0.771,145.034,2tOOcDDYkh0PSjr6GwPEAJ,4,happy
0.509,0.803,0,-6.743,1,0.04,0.684,0.000539,0.463,0.651,166.018,000xYdQfIZ4pDmBGzQalKU,4,happy
0.647,0.852,2,-5.921,1,0.0426,0.011,0,0.0744,0.467,98.035,3yMfLvCSYdEiy6Ejw23V8U,4,happy
0.686,0.524,0,-7.251,1,0.0343,0.649,0.0569,0.14,0.0951,124.938,0R11Ilma4jIB5LrM7XwWXC,4,happy
0.939,0.305,8,-10.952,0,0.354,0.35,0.000169,0.105,0.563,100.029,3Tc57t9l2O8FwQZtQOvPXK,4,happy
0.793,0.859,0,-3.774,1,0.0332,0.266,0.000356,0.133,0.964,129.912,1dKm4a7TOYFzzTQvU59C59,4,happy
0.454,0.901,9,-3.961,1,0.0351,0.0338,0.0599,0.198,0.788,124.56,1v2zyAJrChw5JnfafSkwkJ,4,happy
0.641,0.623,6,-5.641,0,0.0256,0.12,0,0.104,0.65,97.532,3IfctMaf2sfvlSLRa42Cna,4,happy
0.519,0.515,5,-9.448,1,0.031,0.61,5.66e-05,0.107,0.714,80.329,0iWUW8UNkmyUa8Aa6anow6,4,happy
0.514,0.689,0,-8.94,0,0.0355,0.45,0.152,0.453,0.76,141.068,4atHvsPwhA9j8O4mbMFmQM,4,happy
0.611,0.429,7,-15.362,1,0.0365,0.128,0.468,0.031,0.469,95.008,6YyqULhTNU7AKaKJKChluQ,4,happy
0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,3s4U7OHV7gnj42VV72eSZ6,4,happy
0.621,0.59,4,-7.542,1,0.0511,0.346,0,0.115,0.819,140.834,3mqBLq3IsXUafucX57ERho,4,happy
0.865,0.652,8,-8.218,1,0.105,0.037,0,0.0925,0.372,94.946,5lZsh9Qf7CbHI9Fcc7Zcsq,4,happy
0.672,0.742,9,-4.833,1,0.0348,0.348,0,0.147,0.698,97.972,0ZZnMKDqbkl8NZQjyNSMlt,4,happy
0.577,0.761,9,-5.388,1,0.0382,0.188,0,0.103,0.366,100.806,3tEz5iAJYNYqkpRunRx5LZ,4,happy
0.744,0.69,4,-2.975,0,0.229,0.205,2.09e-05,0.189,0.348,179.91,7J0FbNB76UF1rNqTLxN1Ak,4,happy
0.621,0.972,8,-3.791,1,0.0724,0.468,0.000585,0.195,0.866,155.115,19jo0UT2vqD4pNVfIqTy4R,4,happy
0.594,0.83,10,-5.727,1,0.0632,0.0288,0.0215,0.261,0.69,117.973,6WP4WTHzaPTCk1QrbRLhgL,4,happy
0.611,0.475,9,-11.378,0,0.0296,0.448,1.47e-06,0.177,0.439,123.92,6vARbzVXg90V8fYmgks5u3,4,happy
0.652,0.795,11,-5.192,0,0.174,0.156,0,0.123,0.788,135.018,0v9Wz8o0BT8DU38R4ddjeH,4,happy
0.573,0.549,8,-5.284,1,0.0451,0.343,0.933,0.281,0.347,130.017,3VXsOISMCIpXZHq1f9BFzd,4,happy
0.697,0.832,9,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,0eEncOnmSHqnm1sgXsjUSA,4,happy
0.883,0.817,0,-5.414,1,0.235,0.601,0.00449,0.11,0.595,128.078,5MhsZlmKJG6X5kTHkdwC4B,4,happy
0.504,0.709,0,-8.725,1,0.0815,0.136,1.01e-05,0.143,0.73,119.515,6XK6Zw6JkFsHXzAcMWNiIr,4,happy
0.692,0.633,7,-6.337,1,0.0892,0.309,0,0.108,0.726,133.342,1QAIK4ismjAUqwnASRfUOl,4,happy
0.581,0.937,5,-4.14,1,0.0854,0.0882,0,0.328,0.603,153.957,0UyQ9TuZ1lG6eJi4eRKDfO,4,happy
0.849,0.794,4,-7.331,0,0.0648,0.0396,0.00302,0.042,0.636,107.7,3uY7fgdLuv7GRtbSF4BAsI,4,happy
0.663,0.666,6,-5.441,1,0.125,0.583,3.85e-06,0.222,0.605,159.983,6fZpcVRr45Z6fLtciswBBU,4,happy
0.661,0.457,7,-11.992,0,0.0595,0.433,0,0.146,0.885,96.645,0X6LKXNSj8Stsw84kSldCu,4,happy
0.637,0.849,1,-6.855,1,0.0362,0.000341,0.0386,0.141,0.936,104.074,2ENmkocNNewTRbuNd6WJpR,4,happy
0.749,0.732,6,-6.538,0,0.0472,0.146,0,0.0967,0.92,124.995,3UkRLj9msdZcokt6IhGAPr,4,happy
0.7,0.863,9,-6.922,1,0.0479,0.0166,1.74e-06,0.0894,0.961,117.653,44H9P7SVM6o748bPrpdJOE,4,happy
0.474,0.639,6,-3.782,1,0.0307,0.495,0,0.0964,0.714,139.315,5dAcq8UqOvdYELtShE6NmM,4,happy
0.776,0.605,9,-6.151,1,0.0885,0.488,0,0.0482,0.6,96.047,2b7w3IfuuP0y64tPlr4cb2,4,happy
0.841,0.622,0,-6.763,1,0.0756,0.041,0,0.126,0.738,121.988,0Dq49j3dELbttQVUJbtn0c,4,happy
0.727,0.797,11,-7.956,0,0.0454,0.311,4.27e-05,0.0922,0.6,106.033,6HZLMsw7ZdObf3Jk7lKAMX,4,happy
0.6,0.905,1,-3.41,0,0.0357,0.00274,0,0.831,0.636,124.032,1a3iWvMF1FJJZ9GvhtQNTc,4,happy
0.699,0.715,7,-6.244,0,0.0364,0.0858,3.42e-06,0.0842,0.169,110.004,1aoooi4uB7t1xaFmNvr39K,4,happy
0.597,0.768,0,-5.721,1,0.0437,0.21,0,0.112,0.652,100.421,0UACObCoT1QlNDYroo7EJC,4,happy
0.413,0.594,7,-7.81,1,0.0371,0.479,1.32e-05,0.31,0.893,85.131,7dDDsr1cMbpkE5MZLy8eHA,1,happy
0.681,0.915,2,-2.944,1,0.0344,0.0685,0,0.112,0.889,120.965,5Xc1asNg5VerELR1wFjAey,4,happy
0.647,0.718,0,-4.161,1,0.0298,0.202,0,0.157,0.706,132.93,3kfHdr2sYF2EeWEmBHquVj,4,happy
0.49,0.848,9,-5.05,1,0.0645,0.00043,8.49e-06,0.0665,0.698,175.998,2fmCA13dwQQOGBIbIOWRiJ,4,happy
0.702,0.792,4,-3.298,1,0.0318,0.115,0,0.0932,0.876,99.042,2OIc2YILxV97aw4gtEUWHn,4,happy
0.783,0.748,8,-4.683,1,0.0892,0.147,0,0.173,0.806,93.222,4tPL9PeVZY4c0jUPtSD5nx,4,happy
0.832,0.772,10,-5.429,1,0.1,0.0559,0.000486,0.44,0.704,96.016,7pk3EpFtmsOdj8iUhjmeCM,4,happy
0.582,0.656,10,-7.848,1,0.0414,0.0431,0,0.147,0.381,75.016,0QuWn3NMUu0IZZ305kgAoF,4,happy
0.637,0.682,2,-4.632,1,0.0291,0.376,0,0.17,0.541,81.016,5zni15XyrdqAGExRcMSJi2,4,happy
0.681,0.478,9,-10.075,1,0.0367,0.536,0.00174,0.135,0.373,124.992,5RCrYjN8656mxa9rZ3HxSA,4,happy
